ticket_id,pair_id,compound_key,molecule_chembl_id,canonical_smiles,murcko_scaffold,missing_side,known_side,known_target_label,missing_target_label,known_target_chembl_id,missing_target_chembl_id,recommended_assay_type,recommended_standard_type,recommended_units,known_standard_type,known_standard_relation,known_standard_value_nM,known_activity_chembl_id,known_assay_chembl_id,provenance_note,evidence_status_source,priority_score,priority_reason,expected_benchmark_impact,data_return_schema
V6-0030,SmDHODH,AINAVDBCQFRKQK-NSHDSACASA-N,CHEMBL5954954,C[C@H](Oc1cc(-n2nc3n(c2=O)CCCOC3)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F,O=C(Nc1ccccc1)c1ccc(-n2nc3n(c2=O)CCCOC3)cc1,parasite,human,Dihydroorotate dehydrogenase (human),"Dihydroorotate dehydrogenase (quinone), mitochondrial",CHEMBL1966,CHEMBL4523950,B,IC50,nM,IC50,=,3.0,unknown_from_candidate_table,CHEMBL5736644,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for SmDHODH (positives=0, negatives=3) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""AINAVDBCQFRKQK-NSHDSACASA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""SmDHODH"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL4523950""}"
V6-0031,SmDHODH,AJAWOZTVDURYGN-UHFFFAOYSA-N,CHEMBL5754695,C=C(C)c1cn(-c2cc(C)cnc2Cl)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12,O=c1c2ccc(-n3nc[nH]c3=O)cc2ccn1-c1cccnc1,parasite,human,Dihydroorotate dehydrogenase (human),"Dihydroorotate dehydrogenase (quinone), mitochondrial",CHEMBL1966,CHEMBL4523950,B,IC50,nM,IC50,=,6.58,unknown_from_candidate_table,CHEMBL5738730,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for SmDHODH (positives=0, negatives=3) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""AJAWOZTVDURYGN-UHFFFAOYSA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""SmDHODH"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL4523950""}"
V6-0032,SmDHODH,ALMSXVXZOIWABT-SFHVURJKSA-N,CHEMBL5801579,COc1cc(C)c(NC(=O)c2cc(F)c(-n3nc4n(c3=O)CCCC4)cc2O[C@@H](C)C2CCCCC2)cn1,O=C(Nc1cccnc1)c1ccc(-n2nc3n(c2=O)CCCC3)cc1OCC1CCCCC1,parasite,human,Dihydroorotate dehydrogenase (human),"Dihydroorotate dehydrogenase (quinone), mitochondrial",CHEMBL1966,CHEMBL4523950,B,IC50,nM,IC50,=,3.3,unknown_from_candidate_table,CHEMBL5736644,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for SmDHODH (positives=0, negatives=3) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""ALMSXVXZOIWABT-SFHVURJKSA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""SmDHODH"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL4523950""}"
V6-0033,SmDHODH,ALTJBTYSZIRTFO-KUHUBIRLSA-N,CHEMBL5785167,CCn1c(CO)nn(-c2cc3c(C(C)C)cn([C@H]4CCC[C@H]4C)c(=O)c3cc2F)c1=O,O=c1c2ccc(-n3nc[nH]c3=O)cc2ccn1C1CCCC1,parasite,human,Dihydroorotate dehydrogenase (human),"Dihydroorotate dehydrogenase (quinone), mitochondrial",CHEMBL1966,CHEMBL4523950,B,IC50,nM,IC50,=,1.32,unknown_from_candidate_table,CHEMBL5738730,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for SmDHODH (positives=0, negatives=3) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""ALTJBTYSZIRTFO-KUHUBIRLSA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""SmDHODH"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL4523950""}"
V6-0034,SmDHODH,AOXDUOMZWFKNJB-UHFFFAOYSA-N,CHEMBL5878181,C=C(C)c1cn(-c2c(C)cnc(OC)c2Cl)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12,O=c1c2ccc(-n3nc[nH]c3=O)cc2ccn1-c1ccncc1,parasite,human,Dihydroorotate dehydrogenase (human),"Dihydroorotate dehydrogenase (quinone), mitochondrial",CHEMBL1966,CHEMBL4523950,B,IC50,nM,IC50,=,0.836,unknown_from_candidate_table,CHEMBL5738730,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for SmDHODH (positives=0, negatives=3) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""AOXDUOMZWFKNJB-UHFFFAOYSA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""SmDHODH"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL4523950""}"
V6-0035,SmDHODH,AQGDJJBWAIAJJW-JTQLQIEISA-N,CHEMBL5427450,C[C@H](Oc1cc(NC(=O)N2CCC(F)(F)C2)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F,O=C(Nc1ccccc1)c1ccc(NC(=O)N2CCCC2)cc1,parasite,human,Dihydroorotate dehydrogenase (human),"Dihydroorotate dehydrogenase (quinone), mitochondrial",CHEMBL1966,CHEMBL4523950,B,IC50,nM,IC50,=,9.0,unknown_from_candidate_table,CHEMBL5346522,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for SmDHODH (positives=0, negatives=3) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""AQGDJJBWAIAJJW-JTQLQIEISA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""SmDHODH"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL4523950""}"
V6-0036,SmDHODH,ARIFMPDOUNGTJK-UHFFFAOYSA-N,CHEMBL6012815,CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4c(C)n[nH]c4Cl)c(=O)c3cc2F)c1=O,O=c1c2ccc(-n3nc[nH]c3=O)cc2ccn1-c1cn[nH]c1,parasite,human,Dihydroorotate dehydrogenase (human),"Dihydroorotate dehydrogenase (quinone), mitochondrial",CHEMBL1966,CHEMBL4523950,B,IC50,nM,IC50,=,0.764,unknown_from_candidate_table,CHEMBL5738730,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for SmDHODH (positives=0, negatives=3) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""ARIFMPDOUNGTJK-UHFFFAOYSA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""SmDHODH"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL4523950""}"
V6-0037,SmDHODH,ATPQLRLIRAXHDW-CYBMUJFWSA-N,CHEMBL5926089,CCn1c(CO)nn(-c2cc3c([C@@H](C)C(F)(F)F)nn(-c4ccccc4C)c(=O)c3cc2F)c1=O,O=c1[nH]cnn1-c1ccc2c(=O)n(-c3ccccc3)ncc2c1,parasite,human,Dihydroorotate dehydrogenase (human),"Dihydroorotate dehydrogenase (quinone), mitochondrial",CHEMBL1966,CHEMBL4523950,B,IC50,nM,IC50,=,1.15,unknown_from_candidate_table,CHEMBL5738730,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for SmDHODH (positives=0, negatives=3) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""ATPQLRLIRAXHDW-CYBMUJFWSA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""SmDHODH"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL4523950""}"
V6-0038,SmDHODH,AZIDGFQLFUTSIF-NSHDSACASA-N,CHEMBL5201357,CCn1c(CO)nn(-c2nc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3cc(OC)ncc3C)cc2F)c1=O,O=C(Nc1ccncc1)c1ccc(-n2nc[nH]c2=O)nc1,parasite,human,Dihydroorotate dehydrogenase (human),"Dihydroorotate dehydrogenase (quinone), mitochondrial",CHEMBL1966,CHEMBL4523950,B,IC50,nM,IC50,=,10.0,unknown_from_candidate_table,CHEMBL5141994,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for SmDHODH (positives=0, negatives=3) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""AZIDGFQLFUTSIF-NSHDSACASA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""SmDHODH"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL4523950""}"
V6-0039,SmDHODH,BAMIYVRZXOGEQP-JTQLQIEISA-N,CHEMBL5181951,CCn1c(CO)nn(-c2nc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3ccccc3F)cc2F)c1=O,O=C(Nc1ccccc1)c1ccc(-n2nc[nH]c2=O)nc1,parasite,human,Dihydroorotate dehydrogenase (human),"Dihydroorotate dehydrogenase (quinone), mitochondrial",CHEMBL1966,CHEMBL4523950,B,IC50,nM,IC50,=,6.1,unknown_from_candidate_table,CHEMBL5141994,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for SmDHODH (positives=0, negatives=3) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""BAMIYVRZXOGEQP-JTQLQIEISA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""SmDHODH"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL4523950""}"
V6-0040,SmDHODH,BAVSNPFZUNHXMW-UHFFFAOYSA-N,CHEMBL5816993,C=C(C)c1cn(-c2ccccc2C)c(=O)c2cc(F)c(-n3nc(CO)n(CC)c3=O)cc12,O=c1c2ccc(-n3nc[nH]c3=O)cc2ccn1-c1ccccc1,parasite,human,Dihydroorotate dehydrogenase (human),"Dihydroorotate dehydrogenase (quinone), mitochondrial",CHEMBL1966,CHEMBL4523950,B,IC50,nM,IC50,=,0.746,unknown_from_candidate_table,CHEMBL5738730,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for SmDHODH (positives=0, negatives=3) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""BAVSNPFZUNHXMW-UHFFFAOYSA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""SmDHODH"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL4523950""}"
V6-0041,SmDHODH,BTOGOSKVKPVYJH-JMZICWNOSA-N,CHEMBL5086708,C/C(O)=C(\C#N)C(=O)Nc1cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc2c(F)cccc2Br)cc1F,O=C(Nc1ccccc1)c1ccccc1,parasite,human,Dihydroorotate dehydrogenase (human),"Dihydroorotate dehydrogenase (quinone), mitochondrial",CHEMBL1966,CHEMBL4523950,B,IC50,nM,IC50,=,6.8,unknown_from_candidate_table,CHEMBL5055427,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for SmDHODH (positives=0, negatives=3) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""BTOGOSKVKPVYJH-JMZICWNOSA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""SmDHODH"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL4523950""}"
V6-0042,SmDHODH,BTPPNBNWGTZRLO-UHFFFAOYSA-N,CHEMBL5783766,Cc1nc2c(C(=O)O)cc(-c3ccc(OCc4ccccc4)cc3)cc2[nH]1,c1ccc(COc2ccc(-c3ccc4nc[nH]c4c3)cc2)cc1,parasite,human,Dihydroorotate dehydrogenase (human),"Dihydroorotate dehydrogenase (quinone), mitochondrial",CHEMBL1966,CHEMBL4523950,B,IC50,nM,IC50,=,5.5,unknown_from_candidate_table,CHEMBL5736900,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for SmDHODH (positives=0, negatives=3) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""BTPPNBNWGTZRLO-UHFFFAOYSA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""SmDHODH"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL4523950""}"
V6-0043,SmDHODH,BVDZLMVPCLOVRD-UHFFFAOYSA-N,CHEMBL5087682,O=C(Nc1c(F)c(F)c(-c2ccccc2)c(F)c1F)c1c(O)nn2c1CCCC2,O=C(Nc1ccc(-c2ccccc2)cc1)c1cnn2c1CCCC2,parasite,human,Dihydroorotate dehydrogenase (human),"Dihydroorotate dehydrogenase (quinone), mitochondrial",CHEMBL1966,CHEMBL4523950,B,IC50,nM,IC50,=,5.8,unknown_from_candidate_table,CHEMBL5053601,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for SmDHODH (positives=0, negatives=3) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""BVDZLMVPCLOVRD-UHFFFAOYSA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""SmDHODH"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL4523950""}"
V6-0044,SmDHODH,BWPJEVLHKMUAQL-NSHDSACASA-N,CHEMBL6054301,C[C@H](Oc1cc(-n2nc(CO)n(C3CCC3)c2=O)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F,O=C(Nc1ccccc1)c1ccc(-n2ncn(C3CCC3)c2=O)cc1,parasite,human,Dihydroorotate dehydrogenase (human),"Dihydroorotate dehydrogenase (quinone), mitochondrial",CHEMBL1966,CHEMBL4523950,B,IC50,nM,IC50,=,7.0,unknown_from_candidate_table,CHEMBL5735966,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for SmDHODH (positives=0, negatives=3) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""BWPJEVLHKMUAQL-NSHDSACASA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""SmDHODH"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL4523950""}"
V6-0045,SmDHODH,BXARWXKLUVEOLM-UHFFFAOYSA-N,CHEMBL3677767,Cc1cc(C(=O)O)c2[nH]c(-c3c(F)c(F)c(-n4c(C)ccc4C)c(F)c3F)nc2c1,c1ccc2[nH]c(-c3ccc(-n4cccc4)cc3)nc2c1,parasite,human,Dihydroorotate dehydrogenase (human),"Dihydroorotate dehydrogenase (quinone), mitochondrial",CHEMBL1966,CHEMBL4523950,B,IC50,nM,IC50,=,5.6,unknown_from_candidate_table,CHEMBL3706259,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for SmDHODH (positives=0, negatives=3) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""BXARWXKLUVEOLM-UHFFFAOYSA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""SmDHODH"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL4523950""}"
V6-0046,SmDHODH,CAWGEPZMDOCCMR-INIZCTEOSA-N,CHEMBL6065005,C[C@H](Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(F)cccc1F)c1ccccc1,O=C(Nc1ccccc1)c1ccc(-n2nc3n(c2=O)CCCC3)cc1OCc1ccccc1,parasite,human,Dihydroorotate dehydrogenase (human),"Dihydroorotate dehydrogenase (quinone), mitochondrial",CHEMBL1966,CHEMBL4523950,B,IC50,nM,IC50,=,5.0,unknown_from_candidate_table,CHEMBL5736645,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for SmDHODH (positives=0, negatives=3) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""CAWGEPZMDOCCMR-INIZCTEOSA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""SmDHODH"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL4523950""}"
V6-0047,SmDHODH,CBPGAIXEMSNWCD-UHFFFAOYSA-N,CHEMBL3674656,Cc1cc(Nc2ccc(C3CC3)cc2C(=O)O)cnc1-c1ccccc1,c1ccc(-c2ccc(Nc3ccc(C4CC4)cc3)cn2)cc1,parasite,human,Dihydroorotate dehydrogenase (human),"Dihydroorotate dehydrogenase (quinone), mitochondrial",CHEMBL1966,CHEMBL4523950,B,IC50,nM,IC50,=,6.0,unknown_from_candidate_table,CHEMBL3705342,known assay provenance present; known activity id unavailable in v5 candidate table,single_side_only,131.0,single-side row can become an exact matched ratio; pair is class-degenerate in the trainable tiered core; pair has zero trainable positives; pair has very few trainable tiered-core rows; missing assay could help repair benchmark imbalance; compound is not represented in the trainable tiered core for this pair; compound has canonical SMILES; scaffold is not represented in the trainable tiered core for this pair; known side has very strong potency; first ticket for this pair/scaffold in the ranked campaign,"Could help close a class-degenerate tiered-core gap for SmDHODH (positives=0, negatives=3) by measuring the parasite side.","{""activity_chembl_id_or_external_id"":""string"",""assay_chembl_id_or_external_id"":""string"",""assay_type"":""string"",""compound_key"":""CBPGAIXEMSNWCD-UHFFFAOYSA-N"",""data_validity_comment"":""string_or_null"",""measured_side"":""parasite"",""notes"":""string"",""pair_id"":""SmDHODH"",""replicate_count"":""integer"",""standard_relation"":""string"",""standard_type"":""string"",""standard_units"":""nM"",""standard_value"":""number"",""target_chembl_id"":""CHEMBL4523950""}"
